season	category	title	status	note	best	best_reported	checked	have	source	released	description
16	Main Show	The Pirate Planet (4)	ok		576p DVD		2026-09-15	688x512 25fps MP3			A world appears around other worlds and strips them of everything, leaving its own people rich and its Captain raging. The second segment of the Key is somewhere in the wreckage of a planet that no longer exists.
16	Main Show	The Stones of Blood (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A stone circle in England is watched by a society that believes it still matters, and the stones do not stay where they are put. The third segment is here, and so is a criminal who has been hiding for four thousand years.
16	Main Show	The Stones of Blood (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A stone circle in England is watched by a society that believes it still matters, and the stones do not stay where they are put. The third segment is here, and so is a criminal who has been hiding for four thousand years.
16	Main Show	The Stones of Blood (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A stone circle in England is watched by a society that believes it still matters, and the stones do not stay where they are put. The third segment is here, and so is a criminal who has been hiding for four thousand years.
16	Main Show	The Stones of Blood (4)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A stone circle in England is watched by a society that believes it still matters, and the stones do not stay where they are put. The third segment is here, and so is a criminal who has been hiding for four thousand years.
16	Main Show	The Androids of Tara (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			On a planet of duelling nobles the fourth segment is quickly found, and the trouble starts afterwards. The heir to the throne has been kidnapped before his coronation, and androids make very good substitutes.
16	Main Show	The Androids of Tara (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			On a planet of duelling nobles the fourth segment is quickly found, and the trouble starts afterwards. The heir to the throne has been kidnapped before his coronation, and androids make very good substitutes.
16	Main Show	The Androids of Tara (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			On a planet of duelling nobles the fourth segment is quickly found, and the trouble starts afterwards. The heir to the throne has been kidnapped before his coronation, and androids make very good substitutes.
16	Main Show	The Androids of Tara (4)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			On a planet of duelling nobles the fourth segment is quickly found, and the trouble starts afterwards. The heir to the throne has been kidnapped before his coronation, and androids make very good substitutes.
16	Main Show	The Power of Kroll (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A methane refinery on a swamp moon is in dispute with the natives it has displaced, and the natives have a god. The fifth segment is somewhere in the marsh, and the god has begun to move.
16	Main Show	The Power of Kroll (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A methane refinery on a swamp moon is in dispute with the natives it has displaced, and the natives have a god. The fifth segment is somewhere in the marsh, and the god has begun to move.
16	Main Show	The Power of Kroll (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A methane refinery on a swamp moon is in dispute with the natives it has displaced, and the natives have a god. The fifth segment is somewhere in the marsh, and the god has begun to move.
16	Main Show	The Power of Kroll (4)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			A methane refinery on a swamp moon is in dispute with the natives it has displaced, and the natives have a god. The fifth segment is somewhere in the marsh, and the god has begun to move.
16	Main Show	The Armageddon Factor (1)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
16	Main Show	The Armageddon Factor (2)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
16	Main Show	The Armageddon Factor (3)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
16	Main Show	The Armageddon Factor (4)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
16	Main Show	The Armageddon Factor (5)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
16	Main Show	The Armageddon Factor (6)	ok		576p DVD		2026-09-15	720x576 50fps AC-3			Two planets have been at war so long that neither remembers peace, and one is running out of everything. The sixth segment is here, and the Black Guardian is close enough to take the whole Key.
17	Minisode	Risen	ok		1080p Blu-ray		2026-09-15				
17	Main Show	Destiny of the Daleks (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Back on Skaro the Daleks are excavating their old city with slave labour, looking for something buried. They are deadlocked in a war with the Movellans and need Davros to break the stalemate.
17	Main Show	Destiny of the Daleks (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Back on Skaro the Daleks are excavating their old city with slave labour, looking for something buried. They are deadlocked in a war with the Movellans and need Davros to break the stalemate.
17	Main Show	Destiny of the Daleks (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Back on Skaro the Daleks are excavating their old city with slave labour, looking for something buried. They are deadlocked in a war with the Movellans and need Davros to break the stalemate.
17	Main Show	Destiny of the Daleks (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Back on Skaro the Daleks are excavating their old city with slave labour, looking for something buried. They are deadlocked in a war with the Movellans and need Davros to break the stalemate.
17	Main Show	City of Death (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			Paris in 1979 has a count selling art to fund an experiment, and six identical Mona Lisas in a cellar. A being splintered across time has been pushing humanity along for four hundred million years.
17	Main Show	City of Death (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			Paris in 1979 has a count selling art to fund an experiment, and six identical Mona Lisas in a cellar. A being splintered across time has been pushing humanity along for four hundred million years.
17	Main Show	City of Death (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			Paris in 1979 has a count selling art to fund an experiment, and six identical Mona Lisas in a cellar. A being splintered across time has been pushing humanity along for four hundred million years.
17	Main Show	City of Death (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			Paris in 1979 has a count selling art to fund an experiment, and six identical Mona Lisas in a cellar. A being splintered across time has been pushing humanity along for four hundred million years.
17	Main Show	The Creature from the Pit (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			A jungle planet exports nothing, imports metal by the shipload, and its ruler keeps a pit that nobody has ever climbed out of. What lives at the bottom of it is not remotely what the planet has been told it is.
17	Main Show	The Creature from the Pit (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			A jungle planet exports nothing, imports metal by the shipload, and its ruler keeps a pit that nobody has ever climbed out of. What lives at the bottom of it is not remotely what the planet has been told it is.
17	Main Show	The Creature from the Pit (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			A jungle planet exports nothing, imports metal by the shipload, and its ruler keeps a pit that nobody has ever climbed out of. What lives at the bottom of it is not remotely what the planet has been told it is.
17	Main Show	The Creature from the Pit (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AAC			A jungle planet exports nothing, imports metal by the shipload, and its ruler keeps a pit that nobody has ever climbed out of. What lives at the bottom of it is not remotely what the planet has been told it is.
17	Main Show	Nightmare of Eden (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Two ships collide in hyperspace and a machine aboard holds recordings of whole planets. Something has got out of the recordings, and someone aboard is running a drug that kills slowly.
17	Main Show	Nightmare of Eden (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Two ships collide in hyperspace and a machine aboard holds recordings of whole planets. Something has got out of the recordings, and someone aboard is running a drug that kills slowly.
17	Main Show	Nightmare of Eden (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Two ships collide in hyperspace and a machine aboard holds recordings of whole planets. Something has got out of the recordings, and someone aboard is running a drug that kills slowly.
17	Main Show	Nightmare of Eden (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Two ships collide in hyperspace and a machine aboard holds recordings of whole planets. Something has got out of the recordings, and someone aboard is running a drug that kills slowly.
17	Main Show	The Horns of Nimon (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A failing empire pays tribute in young people and metal to a creature in a labyrinth on Skonnos. The Nimon promises to restore the empire, and it is not the first world it has promised that to.
17	Main Show	The Horns of Nimon (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A failing empire pays tribute in young people and metal to a creature in a labyrinth on Skonnos. The Nimon promises to restore the empire, and it is not the first world it has promised that to.
17	Main Show	The Horns of Nimon (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A failing empire pays tribute in young people and metal to a creature in a labyrinth on Skonnos. The Nimon promises to restore the empire, and it is not the first world it has promised that to.
17	Main Show	The Horns of Nimon (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A failing empire pays tribute in young people and metal to a creature in a labyrinth on Skonnos. The Nimon promises to restore the empire, and it is not the first world it has promised that to.
17	Main Show	Shada (1)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
17	Main Show	Shada (2)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
17	Main Show	Shada (3)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
17	Main Show	Shada (4)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
17	Main Show	Shada (5)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
17	Main Show	Shada (6)	ok		1080p Blu-ray upscale		2026-09-15	1080p 25fps AAC/DTS			A retired Time Lord living as a Cambridge professor has kept a book he should have returned centuries ago. A criminal wants it because it opens the prison planet the Time Lords have deliberately forgotten.
18	Main Show	The Leisure Hive (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Argolis was ruined in a twenty-minute war and survives on a resort promising rejuvenation. A death in the machinery brings in investors and creditors, and the Foamasi are circling.
18	Main Show	The Leisure Hive (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Argolis was ruined in a twenty-minute war and survives on a resort promising rejuvenation. A death in the machinery brings in investors and creditors, and the Foamasi are circling.
18	Main Show	The Leisure Hive (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Argolis was ruined in a twenty-minute war and survives on a resort promising rejuvenation. A death in the machinery brings in investors and creditors, and the Foamasi are circling.
18	Main Show	The Leisure Hive (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Argolis was ruined in a twenty-minute war and survives on a resort promising rejuvenation. A death in the machinery brings in investors and creditors, and the Foamasi are circling.
18	Main Show	Meglos (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A cactus with a grudge takes the Doctor's form to steal a stone the people of Tigella depend on for power. The planet is split between those who worship it and those who want it studied.
18	Main Show	Meglos (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A cactus with a grudge takes the Doctor's form to steal a stone the people of Tigella depend on for power. The planet is split between those who worship it and those who want it studied.
18	Main Show	Meglos (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A cactus with a grudge takes the Doctor's form to steal a stone the people of Tigella depend on for power. The planet is split between those who worship it and those who want it studied.
18	Main Show	Meglos (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A cactus with a grudge takes the Doctor's form to steal a stone the people of Tigella depend on for power. The planet is split between those who worship it and those who want it studied.
18	Main Show	Full Circle (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The TARDIS falls through a gap into another universe and lands on Alzarius as the mistfall comes. The colonists have been waiting generations to repair their ship, and something in the marsh is waking.
18	Main Show	Full Circle (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The TARDIS falls through a gap into another universe and lands on Alzarius as the mistfall comes. The colonists have been waiting generations to repair their ship, and something in the marsh is waking.
18	Main Show	Full Circle (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The TARDIS falls through a gap into another universe and lands on Alzarius as the mistfall comes. The colonists have been waiting generations to repair their ship, and something in the marsh is waking.
18	Main Show	Full Circle (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The TARDIS falls through a gap into another universe and lands on Alzarius as the mistfall comes. The colonists have been waiting generations to repair their ship, and something in the marsh is waking.
18	Main Show	State of Decay (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A village lives in fear on a world where reading is punished and three rulers in a tower demand a tribute of blood. Beneath the tower something far older than the rulers is beginning to stir.
18	Main Show	State of Decay (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A village lives in fear on a world where reading is punished and three rulers in a tower demand a tribute of blood. Beneath the tower something far older than the rulers is beginning to stir.
18	Main Show	State of Decay (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A village lives in fear on a world where reading is punished and three rulers in a tower demand a tribute of blood. Beneath the tower something far older than the rulers is beginning to stir.
18	Main Show	State of Decay (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A village lives in fear on a world where reading is punished and three rulers in a tower demand a tribute of blood. Beneath the tower something far older than the rulers is beginning to stir.
18	Main Show	Warriors' Gate (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A ship carrying enslaved time-sensitive Tharils is stranded in a white void with a gateway at its centre. The void is shrinking, and the way out depends on the creatures the crew have in chains.
18	Main Show	Warriors' Gate (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A ship carrying enslaved time-sensitive Tharils is stranded in a white void with a gateway at its centre. The void is shrinking, and the way out depends on the creatures the crew have in chains.
18	Main Show	Warriors' Gate (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A ship carrying enslaved time-sensitive Tharils is stranded in a white void with a gateway at its centre. The void is shrinking, and the way out depends on the creatures the crew have in chains.
18	Main Show	Warriors' Gate (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A ship carrying enslaved time-sensitive Tharils is stranded in a white void with a gateway at its centre. The void is shrinking, and the way out depends on the creatures the crew have in chains.
18	Main Show	The Keeper of Traken (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The Keeper of a peaceful union is dying and asks the Doctor for help before the succession. A statue in the grove has been sitting there for centuries, and it is not a statue.
18	Main Show	The Keeper of Traken (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The Keeper of a peaceful union is dying and asks the Doctor for help before the succession. A statue in the grove has been sitting there for centuries, and it is not a statue.
18	Main Show	The Keeper of Traken (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The Keeper of a peaceful union is dying and asks the Doctor for help before the succession. A statue in the grove has been sitting there for centuries, and it is not a statue.
18	Main Show	The Keeper of Traken (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			The Keeper of a peaceful union is dying and asks the Doctor for help before the succession. A statue in the grove has been sitting there for centuries, and it is not a statue.
18	Main Show	Logopolis (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A city of mathematicians holds the universe together by reciting numbers, and the Doctor has come for a repair. The Master interrupts the calculation, and entropy starts taking the cosmos apart.
18	Main Show	Logopolis (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A city of mathematicians holds the universe together by reciting numbers, and the Doctor has come for a repair. The Master interrupts the calculation, and entropy starts taking the cosmos apart.
18	Main Show	Logopolis (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A city of mathematicians holds the universe together by reciting numbers, and the Doctor has come for a repair. The Master interrupts the calculation, and entropy starts taking the cosmos apart.
18	Main Show	Logopolis (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A city of mathematicians holds the universe together by reciting numbers, and the Doctor has come for a repair. The Master interrupts the calculation, and entropy starts taking the cosmos apart.
18	Special	K9 & Company: A Girl's Best Friend	ok		1080p Blu-ray upscale		2026-09-15				Sarah Jane Smith arrives in a Gloucestershire village for Christmas to find her aunt missing and the locals unwilling to discuss it. The robot dog the Doctor left behind for her turns out to be the only help she has.
19	Main Show	Castrovalva (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A newly regenerated Doctor is barely conscious and his companions carry him to a quiet town to recover. Castrovalva is peaceful, beautifully proportioned and impossible to leave.
19	Main Show	Castrovalva (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A newly regenerated Doctor is barely conscious and his companions carry him to a quiet town to recover. Castrovalva is peaceful, beautifully proportioned and impossible to leave.
19	Main Show	Castrovalva (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A newly regenerated Doctor is barely conscious and his companions carry him to a quiet town to recover. Castrovalva is peaceful, beautifully proportioned and impossible to leave.
19	Main Show	Castrovalva (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A newly regenerated Doctor is barely conscious and his companions carry him to a quiet town to recover. Castrovalva is peaceful, beautifully proportioned and impossible to leave.
19	Main Show	Four to Doomsday (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An alien ship bound for Earth carries three cultures taken from the past and kept as entertainment. Monarch has made the journey before and intends to arrive with more than passengers.
19	Main Show	Four to Doomsday (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An alien ship bound for Earth carries three cultures taken from the past and kept as entertainment. Monarch has made the journey before and intends to arrive with more than passengers.
19	Main Show	Four to Doomsday (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An alien ship bound for Earth carries three cultures taken from the past and kept as entertainment. Monarch has made the journey before and intends to arrive with more than passengers.
19	Main Show	Four to Doomsday (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An alien ship bound for Earth carries three cultures taken from the past and kept as entertainment. Monarch has made the journey before and intends to arrive with more than passengers.
19	Main Show	Kinda (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A survey team on Deva Loka is losing its members to the forest and the ones who return are not themselves. The Mara moves between minds through dreams, and Tegan has fallen asleep in the wrong place.
19	Main Show	Kinda (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A survey team on Deva Loka is losing its members to the forest and the ones who return are not themselves. The Mara moves between minds through dreams, and Tegan has fallen asleep in the wrong place.
19	Main Show	Kinda (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A survey team on Deva Loka is losing its members to the forest and the ones who return are not themselves. The Mara moves between minds through dreams, and Tegan has fallen asleep in the wrong place.
19	Main Show	Kinda (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A survey team on Deva Loka is losing its members to the forest and the ones who return are not themselves. The Mara moves between minds through dreams, and Tegan has fallen asleep in the wrong place.
19	Main Show	The Visitation (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A fireball over seventeenth-century England brings escaped prisoners and an android in the shape of Death. Their plan for the local population needs a city, and London is close.
19	Main Show	The Visitation (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A fireball over seventeenth-century England brings escaped prisoners and an android in the shape of Death. Their plan for the local population needs a city, and London is close.
19	Main Show	The Visitation (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A fireball over seventeenth-century England brings escaped prisoners and an android in the shape of Death. Their plan for the local population needs a city, and London is close.
19	Main Show	The Visitation (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A fireball over seventeenth-century England brings escaped prisoners and an android in the shape of Death. Their plan for the local population needs a city, and London is close.
19	Main Show	Black Orchid (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An invitation to a cricket match and a costume ball puts the Doctor among an English family with a locked wing. A body is found during the dancing, and the Doctor is the stranger nobody can vouch for.
19	Main Show	Black Orchid (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			An invitation to a cricket match and a costume ball puts the Doctor among an English family with a locked wing. A body is found during the dancing, and the Doctor is the stranger nobody can vouch for.
19	Main Show	Earthshock (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Soldiers hunting a missing survey party in a cave system find androids guarding a bomb. The Cybermen have a freighter above and a plan that does not depend on the bomb working.
19	Main Show	Earthshock (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Soldiers hunting a missing survey party in a cave system find androids guarding a bomb. The Cybermen have a freighter above and a plan that does not depend on the bomb working.
19	Main Show	Earthshock (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Soldiers hunting a missing survey party in a cave system find androids guarding a bomb. The Cybermen have a freighter above and a plan that does not depend on the bomb working.
19	Main Show	Earthshock (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Soldiers hunting a missing survey party in a cave system find androids guarding a bomb. The Cybermen have a freighter above and a plan that does not depend on the bomb working.
19	Main Show	Time-Flight (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Concorde vanishes on approach to Heathrow and reappears a hundred and forty million years earlier. Something on the Jurassic plain is using the passengers to open a door it cannot open alone.
19	Main Show	Time-Flight (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Concorde vanishes on approach to Heathrow and reappears a hundred and forty million years earlier. Something on the Jurassic plain is using the passengers to open a door it cannot open alone.
19	Main Show	Time-Flight (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Concorde vanishes on approach to Heathrow and reappears a hundred and forty million years earlier. Something on the Jurassic plain is using the passengers to open a door it cannot open alone.
19	Main Show	Time-Flight (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Concorde vanishes on approach to Heathrow and reappears a hundred and forty million years earlier. Something on the Jurassic plain is using the passengers to open a door it cannot open alone.
20	Main Show	Arc of Infinity (1)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Something is using the Doctor's biodata to force its way into the universe, and Gallifrey orders him executed to stop it. Whoever arranged it is sitting on the High Council and is not finished.
20	Main Show	Arc of Infinity (2)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Something is using the Doctor's biodata to force its way into the universe, and Gallifrey orders him executed to stop it. Whoever arranged it is sitting on the High Council and is not finished.
20	Main Show	Arc of Infinity (3)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Something is using the Doctor's biodata to force its way into the universe, and Gallifrey orders him executed to stop it. Whoever arranged it is sitting on the High Council and is not finished.
20	Main Show	Arc of Infinity (4)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Something is using the Doctor's biodata to force its way into the universe, and Gallifrey orders him executed to stop it. Whoever arranged it is sitting on the High Council and is not finished.
20	Main Show	Snakedance (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			The Mara returns through Tegan on Manussa, where the old ceremony has become a tourist festival. Nobody in authority believes the legend, and the anniversary is days away.
20	Main Show	Snakedance (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			The Mara returns through Tegan on Manussa, where the old ceremony has become a tourist festival. Nobody in authority believes the legend, and the anniversary is days away.
20	Main Show	Snakedance (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			The Mara returns through Tegan on Manussa, where the old ceremony has become a tourist festival. Nobody in authority believes the legend, and the anniversary is days away.
20	Main Show	Snakedance (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			The Mara returns through Tegan on Manussa, where the old ceremony has become a tourist festival. Nobody in authority believes the legend, and the anniversary is days away.
20	Main Show	Mawdryn Undead (1)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			A ship above Earth carries men who cannot die and want the Doctor's remaining regenerations to end it. Two versions of the Brigadier, six years apart, are about to meet each other.
20	Main Show	Mawdryn Undead (2)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			A ship above Earth carries men who cannot die and want the Doctor's remaining regenerations to end it. Two versions of the Brigadier, six years apart, are about to meet each other.
20	Main Show	Mawdryn Undead (3)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			A ship above Earth carries men who cannot die and want the Doctor's remaining regenerations to end it. Two versions of the Brigadier, six years apart, are about to meet each other.
20	Main Show	Mawdryn Undead (4)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			A ship above Earth carries men who cannot die and want the Doctor's remaining regenerations to end it. Two versions of the Brigadier, six years apart, are about to meet each other.
20	Main Show	Terminus (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			A ship carrying the dying arrives at a station said to cure Lazar's disease, run by a company that does very little. At the centre of the universe sits an engine that once caused the Big Bang and is about to do it again.
20	Main Show	Terminus (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			A ship carrying the dying arrives at a station said to cure Lazar's disease, run by a company that does very little. At the centre of the universe sits an engine that once caused the Big Bang and is about to do it again.
20	Main Show	Terminus (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			A ship carrying the dying arrives at a station said to cure Lazar's disease, run by a company that does very little. At the centre of the universe sits an engine that once caused the Big Bang and is about to do it again.
20	Main Show	Terminus (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			A ship carrying the dying arrives at a station said to cure Lazar's disease, run by a company that does very little. At the centre of the universe sits an engine that once caused the Big Bang and is about to do it again.
20	Main Show	Enlightenment (1)	ok		1080p Blu-ray upscale		2026-09-15	960x540 50fps AAC			Sailing ships race through the solar system crewed by press-ganged humans who have lost track of time. The Eternals are playing for a prize the Black Guardian intends to have.
20	Main Show	Enlightenment (2)	ok		1080p Blu-ray upscale		2026-09-15	960x540 50fps AAC			Sailing ships race through the solar system crewed by press-ganged humans who have lost track of time. The Eternals are playing for a prize the Black Guardian intends to have.
20	Main Show	Enlightenment (3)	ok		1080p Blu-ray upscale		2026-09-15	960x540 50fps AAC			Sailing ships race through the solar system crewed by press-ganged humans who have lost track of time. The Eternals are playing for a prize the Black Guardian intends to have.
20	Main Show	Enlightenment (4)	ok		1080p Blu-ray upscale		2026-09-15	960x540 50fps AAC			Sailing ships race through the solar system crewed by press-ganged humans who have lost track of time. The Eternals are playing for a prize the Black Guardian intends to have.
20	Main Show	The King's Demons (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			King John's court welcomes the Doctor as a demon in 1215, and the king is unusually keen on taxes. Somebody is working to stop Magna Carta being signed, and the swordsman at court is not what he appears.
20	Main Show	The King's Demons (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 50fps AC-3			King John's court welcomes the Doctor as a demon in 1215, and the king is unusually keen on taxes. Somebody is working to stop Magna Carta being signed, and the swordsman at court is not what he appears.
20	Special	The Five Doctors	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Something is lifting the Doctor's past selves out of their own timestreams and setting them down in the Death Zone on Gallifrey. The Tower of Rassilon stands at the centre of it, and somebody on the High Council arranged the game.
